character,pinyin,bihua,n.male,n.female,name.gender,n.1930_1959,n.1960_1969,n.1970_1979,n.1980_1989,n.1990_1999,n.2000_2008,ppm.1930_1959,ppm.1960_1969,ppm.1970_1979,ppm.1980_1989,ppm.1990_1999,ppm.2000_2008,name.ppm,name.uniqueness,corpus.ppm,corpus.uniqueness,name.valence,name.warmth,name.competence,ipa,tone,tone_height,tone_contour,tone_level,tone_rising,tone_falling,tone_melody,tone_register,tone_pitch,vowel_backedness,vowel_height,vowel_roundedness,size,masculine,feminine
骁,xiao1,9,61798,8580,0.756,620,1465,3793,12524,28292,23685,1.931,7.146,18.148,60.502,168.405,263.167,86.55,4.058,1.994,5.524,4.1875,3.2,3.8,ɕiao,1,high,level,1,0,0,high,+upper,raised_H,front,high,rounded,small,0.8780869021569241,0.12191309784307595
逍,xiao1,10,16203,7476,0.369,156,145,563,2791,11166,8862,0.486,0.707,2.694,13.483,66.464,98.467,30.384,4.503,2.701,5.432,3.6875,3.3,3.5,ɕiao,1,high,level,1,0,0,high,+upper,raised_H,front,high,rounded,small,0.6842772076523502,0.3157227923476498
虓,xiao1,10,3250,274,0.844,73,183,639,1305,1004,323,0.227,0.893,3.057,6.304,5.976,3.589,3.341,5.362,0.0,6.0,2.875,2.4,3.1,ɕiao,1,high,level,1,0,0,high,+upper,raised_H,front,high,rounded,small,0.9222474460839954,0.07775255391600454
宵,xiao1,10,15461,17468,-0.061,1647,1064,1482,6066,14014,8608,5.131,5.19,7.091,29.304,83.417,95.644,37.63,4.413,7.782,5.056,2.9375,3.2,3.4,ɕiao,1,high,level,1,0,0,high,+upper,raised_H,front,high,rounded,small,0.46952534240335264,0.5304746575966474
萧,xiao1,11,18653,23942,-0.124,297,480,1411,6885,17650,15867,0.925,2.341,6.751,33.261,105.06,176.3,54.106,4.259,29.455,4.516,3.375,3.0,3.8,ɕiao,1,high,level,1,0,0,high,+upper,raised_H,front,high,rounded,small,0.43791524826857614,0.5620847517314239
销,xiao1,12,1214,563,0.366,169,77,129,450,706,246,0.526,0.376,0.617,2.174,4.202,2.733,1.771,5.557,200.395,3.696,2.25,2.2,2.6,ɕiao,1,high,level,1,0,0,high,+upper,raised_H,front,high,rounded,small,0.6831738885762522,0.3168261114237479
箫,xiao1,14,6367,8622,-0.15,111,215,564,2387,6411,5277,0.346,1.049,2.699,11.531,38.161,58.633,18.737,4.705,4.502,5.259,3.625,3.1,3.5,ɕiao,1,high,level,1,0,0,high,+upper,raised_H,front,high,rounded,small,0.4247781706584829,0.5752218293415171
潇,xiao1,14,165211,205159,-0.108,523,2165,9005,76699,161394,120589,1.629,10.561,43.086,370.527,960.679,1339.878,454.393,3.342,11.576,4.9,3.9375,3.7,3.3,ɕiao,1,high,level,1,0,0,high,+upper,raised_H,front,high,rounded,small,0.44607014607014606,0.5539298539298539
霄,xiao1,15,97828,75999,0.126,9165,7812,15050,42710,63284,35837,28.551,38.107,72.01,206.329,376.69,398.189,186.646,3.727,4.437,5.265,4.1875,3.3,3.7,ɕiao,1,high,level,1,0,0,high,+upper,raised_H,front,high,rounded,small,0.5627894400754774,0.4372105599245227
小,xiao3,3,7088341,14117462,-0.331,2786565,3667276,5522550,5592562,2945038,692000,8680.888,17889.151,26423.684,27017.208,17529.988,7688.889,17538.301,1.756,2456.059,2.61,2.9375,2.9,2.4,ɕiao,3,low,falling-rising,0,1,1,low,-upper,raised_H,front,high,rounded,small,0.33426421060310707,0.6657357893968929
晓,xiao3,10,4649343,9694009,-0.352,581486,1544042,2902310,4578701,3522794,1214959,1811.483,7531.912,13886.651,22119.329,20969.012,13499.544,13302.989,1.876,69.328,4.153,4.0625,3.6,3.5,ɕiao,3,low,falling-rising,0,1,1,low,-upper,raised_H,front,high,rounded,small,0.3241461967885889,0.6758538032114111
筱,xiao3,13,23356,148556,-0.728,28666,19515,16707,26146,37093,43802,89.302,95.195,79.938,126.309,220.792,486.689,183.038,3.735,3.409,5.356,3.9375,3.6,3.3,ɕiao,3,low,falling-rising,0,1,1,low,-upper,raised_H,front,high,rounded,small,0.13586020754804784,0.8641397924519522
孝,xiao4,7,1480597,625428,0.406,876378,434672,350256,232826,150556,61847,2730.15,2120.351,1675.866,1124.763,896.167,687.189,1539.081,2.812,28.426,4.531,3.875,3.8,3.3,ɕiao,4,high,falling,0,0,1,low,-upper,raised_L,front,high,rounded,small,0.7030291663204378,0.29697083367956223
校,xiao4,10,90542,12886,0.751,24497,17395,16594,19491,17889,7549,76.315,84.854,79.397,94.159,106.482,83.878,87.514,4.053,353.778,3.45,3.1875,3.2,3.1,ɕiao,4,high,falling,0,0,1,low,-upper,raised_L,front,high,rounded,small,0.8754109138724523,0.12458908612754767
笑,xiao4,10,124507,414560,-0.538,69699,49385,53589,98256,169396,98951,217.131,240.902,256.407,474.667,1008.31,1099.456,549.479,3.259,510.891,3.291,3.8125,3.9,2.9,ɕiao,4,high,falling,0,0,1,low,-upper,raised_L,front,high,rounded,small,0.2309675791691942,0.7690324208308058
效,xiao4,10,183390,58962,0.513,102456,53328,40325,24787,15109,6737,319.178,260.137,192.943,119.744,89.935,74.856,176.132,3.752,463.494,3.333,3.5625,3.1,3.3,ɕiao,4,high,falling,0,0,1,low,-upper,raised_L,front,high,rounded,small,0.7567092493563082,0.24329075064369182
啸,xiao4,11,99879,11443,0.794,1930,2616,7322,28721,47577,23143,6.012,12.761,35.033,138.749,283.196,257.144,122.149,3.91,16.657,4.753,3.3125,3.0,3.2,ɕiao,4,high,falling,0,0,1,low,-upper,raised_L,front,high,rounded,small,0.8972080990280448,0.10279190097195523
协,xie2,6,24201,4977,0.659,14316,5208,3721,2926,2310,661,44.598,25.405,17.804,14.135,13.75,7.344,20.506,4.667,212.614,3.67,3.3125,3.1,3.1,ɕie,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.8294262800740284,0.17057371992597162
勰,xie2,15,3363,1573,0.363,28,161,497,1505,1765,916,0.087,0.785,2.378,7.271,10.506,10.178,5.201,5.208,2.637,5.439,3.3125,2.9,3.0,ɕie,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.6813209076175041,0.3186790923824959
谢,xie4,12,15057,9196,0.242,2820,2404,3516,5606,6380,3500,8.785,11.727,16.823,27.082,37.976,38.889,23.547,4.61,135.44,3.865,3.125,3.0,2.9,ɕie,4,high,falling,0,0,1,low,-upper,raised_L,front,high,unround,small,0.6208304127324454,0.3791695872675545
懈,xie4,16,108,124,-0.069,29,29,44,57,54,19,0.09,0.141,0.211,0.275,0.321,0.211,0.208,5.918,9.904,4.962,2.4375,3.1,3.1,ɕie,4,high,falling,0,0,1,low,-upper,raised_L,front,high,unround,small,0.46551724137931033,0.5344827586206896
燮,xie4,17,2862,561,0.672,1045,411,441,595,639,294,3.255,2.005,2.11,2.874,3.804,3.267,2.886,5.41,2.251,5.488,3.5,3.1,3.6,ɕie,4,high,falling,0,0,1,low,-upper,raised_L,front,high,unround,small,0.8361086765994742,0.16389132340052587
心,xin1,4,562865,829995,-0.192,352053,165703,138913,116927,226249,393277,1096.738,808.307,664.656,564.865,1346.72,4369.744,1475.172,2.831,2020.477,2.694,3.875,3.4,3.0,ɕin,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.40410737618999754,0.5958926238100024
芯,xin1,7,6926,97368,-0.867,4019,2595,3809,9318,27053,57488,12.52,12.659,18.225,45.014,161.03,638.756,148.034,3.827,7.975,5.047,3.3125,3.3,3.0,ɕin,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.06640842234452606,0.933591577655474
辛,xin1,7,42193,52951,-0.113,23174,9049,11242,15734,19589,16485,72.193,44.141,53.789,76.01,116.601,183.167,90.984,4.036,74.408,4.123,3.4375,3.2,3.2,ɕin,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.44346464306735056,0.5565353569326494
忻,xin1,7,7024,16596,-0.405,1209,799,1447,2853,6051,11269,3.766,3.898,6.923,13.783,36.018,125.211,31.6,4.487,1.222,5.653,3.3125,3.0,3.0,ɕin,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.29737510584250637,0.7026248941574936
昕,xin1,8,193647,332800,-0.264,8408,15295,39264,69717,164509,229369,26.193,74.61,187.866,336.797,979.22,2548.544,692.205,3.159,1.801,5.553,4.1875,3.7,3.5,ɕin,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.36783759808679695,0.632162401913203
欣,xin1,8,757851,2655500,-0.556,205630,150724,224788,440461,919198,1472122,640.592,735.239,1075.541,2127.831,5471.417,16356.911,4401.255,2.356,93.959,4.022,4.1875,3.5,3.4,ɕin,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.22202551100077314,0.7779744889992268
锌,xin1,12,7487,4117,0.29,577,420,635,1912,3447,4609,1.798,2.049,3.038,9.237,20.518,51.211,14.642,4.806,11.833,4.892,2.4375,2.3,2.7,ɕin,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.6452085487762841,0.35479145122371597
新,xin1,13,8105146,3786627,0.363,3317523,2996162,2602048,1523937,968500,485732,10334.963,14615.424,12449.99,7362.014,5764.881,5397.022,9320.716,2.031,1384.371,2.858,3.9375,3.2,3.3,ɕin,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.6815759096646059,0.31842409033539404
歆,xin1,13,19965,55141,-0.468,2788,2683,6032,11427,18915,33285,8.685,13.088,28.861,55.203,112.589,369.833,98.043,4.004,0.707,5.768,4.125,4.1,3.7,ɕin,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.26582430165366283,0.7341756983463372
薪,xin1,16,13242,19909,-0.201,609,773,1645,4739,10286,15077,1.897,3.771,7.871,22.894,61.226,167.522,44.197,4.345,13.312,4.844,2.8125,2.6,2.6,ɕin,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.3994449639528219,0.6005550360471781
馨,xin1,20,38951,602489,-0.879,25315,11078,21500,54490,174984,354200,78.863,54.039,102.871,263.237,1041.571,3935.556,912.69,3.039,5.659,5.177,4.3125,4.0,3.5,ɕin,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.06072430780743328,0.9392756921925667
鑫,xin1,24,2872911,1069719,0.457,98285,71797,178156,665386,1527204,1401791,306.184,350.229,852.421,3214.425,9090.5,15575.456,4898.203,2.31,5.081,5.216,3.9375,3.2,3.6,ɕin,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.7286788260628058,0.2713211739371942
信,xin4,9,1196622,200308,0.713,730017,247330,172383,115376,83035,48935,2274.196,1206.488,824.799,557.372,494.256,543.722,983.472,3.007,744.214,3.128,4.0625,3.9,3.4,ɕin,4,high,falling,0,0,1,low,-upper,raised_L,front,high,unround,small,0.8566084198921922,0.14339158010780784
星,xing1,9,2005457,772556,0.444,399977,283499,355750,604048,714497,420346,1246.034,1382.922,1702.153,2918.106,4252.958,4670.511,2695.447,2.569,361.946,3.44,3.875,3.7,3.3,ɕiŋ,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.7219033892210007,0.2780966107789992
惺,xing1,12,1384,1052,0.136,69,58,176,903,880,350,0.215,0.283,0.842,4.362,5.238,3.889,2.472,5.459,4.502,5.259,2.375,2.4,2.5,ɕiŋ,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.5681444991789819,0.4318555008210181
兴,xing1,6,7743425,2166399,0.563,3877588,1967536,1628824,1191699,859402,401420,12079.713,9597.737,7793.416,5757.0,5115.488,4460.222,7467.263,2.127,465.359,3.331,4.125,4.0,3.5,ɕiŋ,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.7813887512028468,0.2186112487971532
邢,xing2,6,1052,726,0.183,54,73,102,458,644,441,0.168,0.356,0.488,2.213,3.833,4.9,1.993,5.524,8.168,5.038,3.3125,3.0,3.2,ɕiŋ,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.5916760404949382,0.40832395950506184
形,xing2,7,1321,1027,0.125,332,231,345,702,616,122,1.034,1.127,1.651,3.391,3.667,1.356,2.038,5.517,1489.456,2.827,2.875,2.9,2.6,ɕiŋ,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.5626064735945485,0.4373935264054514
醒,xing3,16,16371,18849,-0.07,6641,3163,3489,8425,10817,2689,20.688,15.429,16.694,40.7,64.387,29.878,31.296,4.491,105.085,3.974,2.9375,3.1,2.7,ɕiŋ,3,low,falling-rising,0,1,1,low,-upper,raised_H,front,high,unround,small,0.4648211243611584,0.5351788756388416
杏,xing4,7,72692,738186,-0.821,382662,152928,105528,87411,62272,20966,1192.093,745.99,504.919,422.275,370.667,232.956,578.15,3.237,25.017,4.585,3.375,3.1,2.7,ɕiŋ,4,high,falling,0,0,1,low,-upper,raised_L,front,high,unround,small,0.08964603799831787,0.9103539620016822
幸,xing4,8,104496,83094,0.114,25964,22457,24278,40746,45189,29021,80.885,109.546,116.163,196.841,268.982,322.456,182.479,3.736,125.279,3.899,3.5625,3.8,3.5,ɕiŋ,4,high,falling,0,0,1,low,-upper,raised_L,front,high,unround,small,0.5570446185830801,0.44295538141691987
性,xing4,8,1872,853,0.374,1103,463,446,387,243,81,3.436,2.259,2.134,1.87,1.446,0.9,2.008,5.522,2124.469,2.673,2.0625,2.0,2.2,ɕiŋ,4,high,falling,0,0,1,low,-upper,raised_L,front,high,unround,small,0.6869724770642202,0.3130275229357798
婞,xing4,11,1,349,-0.994,0,10,61,153,96,30,0.0,0.049,0.292,0.739,0.571,0.333,0.331,5.876,0.0,6.0,2.3125,2.3,2.3,ɕiŋ,4,high,falling,0,0,1,low,-upper,raised_L,front,high,unround,small,0.002857142857142857,0.9971428571428571
兄,xiong1,5,1938,33260,-0.89,12944,6790,6408,5977,2718,347,40.324,33.122,30.66,28.874,16.179,3.856,25.503,4.577,103.735,3.98,2.6875,3.1,2.8,ɕioŋ,1,high,level,1,0,0,high,+upper,raised_H,front,high,rounded,small,0.05505994658787431,0.9449400534121257
雄,xiong2,12,2294222,136472,0.888,392117,422518,515688,495974,453580,151190,1221.548,2061.063,2467.407,2396.01,2699.881,1679.889,2087.633,2.68,154.541,3.808,4.125,3.6,3.7,ɕioŋ,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,rounded,small,0.9438547180352607,0.05614528196473929
熊,xiong2,14,34998,3411,0.822,5654,2688,4956,10143,11658,3290,17.614,13.112,23.713,49.0,69.393,36.556,34.898,4.445,40.323,4.384,2.8125,3.1,2.7,ɕioŋ,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,rounded,small,0.9111926892134656,0.08880731078653441
修,xiu1,9,871393,286822,0.505,538266,231806,174608,110332,67736,35678,1676.841,1130.761,835.445,533.005,403.19,396.422,829.277,3.081,280.206,3.551,3.0625,3.5,3.3,ɕiou,1,high,level,1,0,0,high,+upper,raised_H,front,high,rounded,small,0.7523585862728422,0.24764141372715773
庥,xiu1,9,149,32,0.646,10,1,4,11,47,108,0.031,0.005,0.019,0.053,0.28,1.2,0.265,5.898,0.0,6.0,2.625,2.6,2.8,ɕiou,1,high,level,1,0,0,high,+upper,raised_H,front,high,rounded,small,0.8232044198895028,0.17679558011049723
宿,xiu3,11,744,474,0.222,361,131,143,257,228,102,1.125,0.639,0.684,1.242,1.357,1.133,1.03,5.693,55.758,4.246,2.6875,2.9,2.7,ɕiou,3,low,falling-rising,0,1,1,low,-upper,raised_H,front,high,rounded,small,0.6108374384236454,0.3891625615763547
秀,xiu4,7,2050069,29968210,-0.872,16660338,7064595,4823078,2242688,975854,255806,51901.364,34461.439,23076.928,10834.242,5808.655,2842.289,21487.486,1.668,149.653,3.822,4.0625,4.0,3.6,ɕiou,4,high,falling,0,0,1,low,-upper,raised_L,front,high,rounded,small,0.06402808220891573,0.9359719177910842
岫,xiu4,8,1862,2333,-0.112,1997,541,509,433,488,227,6.221,2.639,2.435,2.092,2.905,2.522,3.136,5.383,1.158,5.666,3.1875,2.9,3.3,ɕiou,4,high,falling,0,0,1,low,-upper,raised_L,front,high,rounded,small,0.4438617401668653,0.5561382598331347
绣,xiu4,10,1304,19200,-0.873,3855,2898,3814,3974,3523,2482,12.009,14.137,18.249,19.198,20.97,27.578,18.69,4.706,23.345,4.614,3.375,3.8,2.7,ɕiou,4,high,falling,0,0,1,low,-upper,raised_L,front,high,rounded,small,0.06359734685914943,0.9364026531408506
琇,xiu4,11,491,3363,-0.745,784,309,466,589,857,835,2.442,1.507,2.23,2.845,5.101,9.278,3.901,5.31,0.0,6.0,3.375,3.2,3.0,ɕiou,4,high,falling,0,0,1,low,-upper,raised_L,front,high,rounded,small,0.12740010378827193,0.8725998962117281
锈,xiu4,12,274,1175,-0.622,193,146,195,265,368,282,0.601,0.712,0.933,1.28,2.19,3.133,1.475,5.606,14.599,4.807,1.8125,2.1,2.2,ɕiou,4,high,falling,0,0,1,low,-upper,raised_L,front,high,rounded,small,0.189095928226363,0.810904071773637
须,xu1,9,4433,3877,0.067,4463,1210,891,863,723,167,13.903,5.902,4.263,4.169,4.304,1.856,5.733,5.172,521.245,3.282,2.5625,2.9,3.1,ɕy,1,high,level,1,0,0,high,+upper,raised_H,front,high,rounded,missing,0.5334536702767749,0.466546329723225
胥,xu1,9,1596,408,0.593,184,90,144,436,606,546,0.573,0.439,0.689,2.106,3.607,6.067,2.247,5.489,4.052,5.297,3.0625,3.1,3.7,ɕy,1,high,level,1,0,0,high,+upper,raised_H,front,high,rounded,missing,0.7964071856287425,0.20359281437125748
顼,xu1,10,971,322,0.502,55,115,255,388,300,181,0.171,0.561,1.22,1.874,1.786,2.011,1.271,5.644,1.351,5.629,2.9375,3.0,3.1,ɕy,1,high,level,1,0,0,high,+upper,raised_H,front,high,rounded,missing,0.7509667440061871,0.24903325599381285
徐,xu2,10,67542,38935,0.269,15184,10298,13209,22593,27021,18097,47.302,50.234,63.201,109.145,160.839,201.078,105.3,3.973,103.091,3.983,3.25,3.2,2.8,ɕy,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,rounded,missing,0.6343341754557322,0.36566582454426777
许,xu3,6,88312,45077,0.324,29944,17968,22342,30744,21301,11114,93.283,87.649,106.9,148.522,126.792,123.489,114.439,3.938,702.089,3.153,3.1875,3.0,2.7,ɕy,3,low,falling-rising,0,1,1,low,-upper,raised_H,front,high,rounded,missing,0.6620635884518213,0.33793641154817866
诩,xu3,8,420,178,0.405,65,33,56,92,131,222,0.202,0.161,0.268,0.444,0.78,2.467,0.72,5.764,1.222,5.653,3.1875,3.3,3.4,ɕy,3,low,falling-rising,0,1,1,low,-upper,raised_H,front,high,rounded,missing,0.7023411371237458,0.2976588628762542
栩,xu3,10,37403,25797,0.184,1139,1327,3309,7896,18003,31563,3.548,6.473,15.833,38.145,107.161,350.7,86.977,4.056,5.081,5.216,3.875,3.4,3.4,ɕy,3,low,falling-rising,0,1,1,low,-upper,raised_H,front,high,rounded,missing,0.5918196202531646,0.40818037974683546
旭,xu4,6,2786547,843773,0.535,288497,337909,527539,817344,1020015,638458,898.745,1648.337,2524.11,3948.522,6071.518,7093.978,3697.535,2.432,7.139,5.089,4.4375,4.0,3.8,ɕy,4,high,falling,0,0,1,low,-upper,raised_L,front,high,rounded,missing,0.7675761365389276,0.2324238634610723
序,xu4,7,34065,10768,0.52,15205,6810,5983,5723,5773,5325,47.368,33.22,28.627,27.647,34.363,59.167,38.399,4.405,163.48,3.784,3.125,3.3,3.2,ɕy,4,high,falling,0,0,1,low,-upper,raised_L,front,high,rounded,missing,0.7598197756117145,0.2401802243882854
叙,xu4,9,25885,8403,0.51,13887,5050,4164,3596,4188,3386,43.262,24.634,19.923,17.372,24.929,37.622,27.957,4.538,44.375,4.343,3.1875,3.2,3.3,ɕy,4,high,falling,0,0,1,low,-upper,raised_L,front,high,rounded,missing,0.7549288380774615,0.2450711619225385
勖,xu4,11,1169,290,0.602,82,63,173,350,399,392,0.255,0.307,0.828,1.691,2.375,4.356,1.635,5.579,0.0,6.0,2.8125,2.8,3.2,ɕy,4,high,falling,0,0,1,low,-upper,raised_L,front,high,rounded,missing,0.8012337217272104,0.1987662782727896
绪,xu4,11,595054,283105,0.355,350993,189279,152324,99297,61001,26590,1093.436,923.312,728.823,479.696,363.101,295.444,647.302,3.188,100.648,3.993,3.375,3.3,3.0,ɕy,4,high,falling,0,0,1,low,-upper,raised_L,front,high,rounded,missing,0.6776153293424084,0.32238467065759163
续,xu4,11,39829,11258,0.559,9334,6352,7164,9720,11012,7494,29.078,30.985,34.278,46.957,65.548,83.267,48.352,4.307,312.747,3.503,3.0625,3.1,2.9,ɕy,4,high,falling,0,0,1,low,-upper,raised_L,front,high,rounded,missing,0.7796308258461057,0.22036917415389434
絮,xu4,12,1352,10070,-0.763,1100,663,947,2311,2828,3583,3.427,3.234,4.531,11.164,16.833,39.811,13.167,4.849,16.399,4.759,3.125,3.5,3.1,ɕy,4,high,falling,0,0,1,low,-upper,raised_L,front,high,rounded,missing,0.11836806163544038,0.8816319383645597
煦,xu4,13,22178,11797,0.306,3771,1662,2841,5805,8054,11873,11.748,8.107,13.593,28.043,47.94,131.922,40.226,4.385,2.958,5.402,4.25,4.1,4.3,ɕy,4,high,falling,0,0,1,low,-upper,raised_L,front,high,rounded,missing,0.6527740986019132,0.34722590139808684
轩,xuan1,7,1063877,256756,0.611,228600,79435,64006,94029,229063,621589,712.15,387.488,306.249,454.246,1363.47,6906.544,1688.358,2.772,8.618,5.017,4.125,3.6,3.7,ɕyan,1,high,level,1,0,0,high,+upper,raised_H,front,high,rounded,large,0.8055811114821453,0.1944188885178547
宣,xuan1,9,355092,167385,0.359,197122,86754,70251,50415,58354,59861,614.087,423.19,336.129,243.551,347.345,665.122,438.237,3.357,216.473,3.663,3.5,3.7,3.4,ɕyan,1,high,level,1,0,0,high,+upper,raised_H,front,high,rounded,large,0.6796318306834559,0.3203681693165441
萱,xuan1,12,23956,278452,-0.842,15342,5269,6112,16672,59642,199291,47.794,25.702,29.244,80.541,355.012,2214.344,458.773,3.337,1.994,5.524,3.8125,3.6,3.2,ɕyan,1,high,level,1,0,0,high,+upper,raised_H,front,high,rounded,large,0.07921748101902067,0.9207825189809793
瑄,xuan1,13,12015,32606,-0.461,2283,1285,1562,2661,7680,29152,7.112,6.268,7.474,12.855,45.714,323.911,67.222,4.166,0.0,6.0,3.8125,3.6,3.5,ɕyan,1,high,level,1,0,0,high,+upper,raised_H,front,high,rounded,large,0.2692678335312969,0.7307321664687031
暄,xuan1,13,12869,23673,-0.296,1208,542,1139,2544,7685,23481,3.763,2.644,5.45,12.29,45.744,260.9,55.132,4.251,2.122,5.506,3.6875,3.9,3.2,ɕyan,1,high,level,1,0,0,high,+upper,raised_H,front,high,rounded,large,0.3521701056318757,0.6478298943681243
煊,xuan1,13,47501,22604,0.355,12113,4078,3874,5958,13812,30284,37.735,19.893,18.536,28.783,82.214,336.489,87.275,4.054,1.093,5.679,3.6875,3.7,3.3,ɕyan,1,high,level,1,0,0,high,+upper,raised_H,front,high,rounded,large,0.6775693602453463,0.32243063975465375
玄,xuan2,5,44750,19720,0.388,6889,3479,4255,13698,22208,14203,21.461,16.971,20.359,66.174,132.19,157.811,69.161,4.154,20.773,4.662,3.0,3.2,3.4,ɕyan,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,rounded,large,0.6941212967271599,0.30587870327284006
旋,xuan2,11,115742,126741,-0.045,10863,10950,17828,57685,96778,48412,33.841,53.415,85.301,278.671,576.06,537.911,260.867,3.582,96.274,4.012,2.875,3.2,2.7,ɕyan,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,rounded,large,0.47732005955056644,0.5226799404494336
漩,xuan2,14,2939,8390,-0.481,87,185,417,1854,3670,5123,0.271,0.902,1.995,8.957,21.845,56.922,15.149,4.792,4.18,5.286,2.9375,3.1,3.0,ɕyan,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,rounded,large,0.2594227204519375,0.7405772795480625
璇,xuan2,15,58032,489481,-0.788,9819,12478,27017,90467,201969,205699,30.589,60.868,129.268,437.039,1202.196,2285.544,690.917,3.16,0.514,5.82,3.9375,3.6,3.3,ɕyan,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,rounded,large,0.10599200384283113,0.8940079961571689
选,xuan3,9,287812,67410,0.62,144160,74969,58807,42450,25186,9863,449.097,365.702,281.373,205.072,149.917,109.589,260.125,3.583,384.648,3.414,2.875,3.2,3.0,ɕyan,3,low,falling-rising,0,1,1,low,-upper,raised_H,front,high,rounded,large,0.8102313482836085,0.18976865171639143
烜,xuan3,10,19308,5358,0.566,423,722,2281,3451,6742,10877,1.318,3.522,10.914,16.671,40.131,120.856,32.235,4.478,0.0,6.0,3.375,3.5,3.5,ɕyan,3,low,falling-rising,0,1,1,low,-upper,raised_H,front,high,rounded,large,0.7827779129165653,0.21722208708343468
泫,xuan4,8,664,595,0.055,10,15,37,177,351,669,0.031,0.073,0.177,0.855,2.089,7.433,1.776,5.557,0.0,6.0,3.25,3.2,3.1,ɕyan,4,high,falling,0,0,1,low,-upper,raised_L,front,high,rounded,large,0.5274027005559968,0.4725972994440032
