character,pinyin,bihua,n.male,n.female,name.gender,n.1930_1959,n.1960_1969,n.1970_1979,n.1980_1989,n.1990_1999,n.2000_2008,ppm.1930_1959,ppm.1960_1969,ppm.1970_1979,ppm.1980_1989,ppm.1990_1999,ppm.2000_2008,name.ppm,name.uniqueness,corpus.ppm,corpus.uniqueness,name.valence,name.warmth,name.competence,ipa,tone,tone_height,tone_contour,tone_level,tone_rising,tone_falling,tone_melody,tone_register,tone_pitch,vowel_backedness,vowel_height,vowel_roundedness,size,masculine,feminine
午,wu3,4,34917,4128,0.789,13665,5331,4056,4220,6495,5256,42.57,26.005,19.407,20.386,38.661,58.4,34.238,4.453,148.302,3.826,2.75,3.1,2.7,u,3,low,falling-rising,0,1,1,low,-upper,raised_H,back,high,rounded,missing,0.8942758355743373,0.1057241644256627
伍,wu3,6,300644,85546,0.557,152890,93369,84131,34731,16882,4213,476.293,455.459,402.541,167.783,100.488,46.811,274.896,3.559,86.628,4.057,3.125,3.0,2.9,u,3,low,falling-rising,0,1,1,low,-upper,raised_H,back,high,rounded,missing,0.7784872731039126,0.22151272689608742
妩,wu3,7,11,1385,-0.984,43,169,334,401,330,120,0.134,0.824,1.598,1.937,1.964,1.333,1.298,5.639,4.052,5.297,3.3125,3.3,2.7,u,3,low,falling-rising,0,1,1,low,-upper,raised_H,back,high,rounded,missing,0.007879656160458453,0.9921203438395415
武,wu3,8,3480015,170080,0.907,976652,803090,827460,591453,345163,104913,3042.53,3917.512,3959.139,2857.261,2054.542,1165.7,2832.781,2.548,273.131,3.562,3.6875,3.4,3.7,u,3,low,falling-rising,0,1,1,low,-upper,raised_H,back,high,rounded,missing,0.9534039524998664,0.04659604750013356
舞,wu3,14,4614,7337,-0.228,1654,854,4230,2750,1473,947,5.153,4.166,20.239,13.285,8.768,10.522,10.356,4.945,338.343,3.469,3.3125,3.7,3.3,u,3,low,falling-rising,0,1,1,low,-upper,raised_H,back,high,rounded,missing,0.38607647895573594,0.6139235210442641
兀,wu4,3,270,135,0.333,57,21,69,121,104,33,0.178,0.102,0.33,0.585,0.619,0.367,0.364,5.865,7.203,5.086,2.0625,2.5,2.6,u,4,high,falling,0,0,1,low,-upper,raised_L,back,high,rounded,missing,0.6666666666666666,0.3333333333333333
务,wu4,5,7756,3834,0.338,6044,2436,1352,923,519,138,18.829,11.883,6.469,4.459,3.089,1.533,7.71,5.06,690.899,3.16,2.8125,3.2,3.3,u,4,high,falling,0,0,1,low,-upper,raised_L,back,high,rounded,missing,0.669197584124245,0.330802415875755
物,wu4,8,851,390,0.371,604,176,136,161,107,72,1.882,0.859,0.651,0.778,0.637,0.8,0.935,5.713,2166.464,2.664,2.6875,3.0,3.1,u,4,high,falling,0,0,1,low,-upper,raised_L,back,high,rounded,missing,0.6857373086220789,0.314262691377921
悟,wu4,10,3121,753,0.611,1131,455,491,589,837,369,3.523,2.22,2.349,2.845,4.982,4.1,3.337,5.363,65.726,4.176,3.375,3.6,3.6,u,4,high,falling,0,0,1,low,-upper,raised_L,back,high,rounded,missing,0.8056272586473929,0.19437274135260713
鋈,wu4,15,104,28,0.576,11,1,7,30,48,35,0.034,0.005,0.033,0.145,0.286,0.389,0.149,5.94,0.0,6.0,2.625,2.4,3.0,u,4,high,falling,0,0,1,low,-upper,raised_L,back,high,rounded,missing,0.7878787878787878,0.21212121212121213
夕,xi1,3,63538,77699,-0.1,59554,29937,18027,9455,12289,11541,185.526,146.034,86.254,45.676,73.149,128.233,110.812,3.952,32.542,4.474,3.125,3.6,2.6,ɕi,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.44986795244872096,0.5501320475512791
兮,xi1,4,2202,9159,-0.612,1697,510,495,1204,1567,5889,5.287,2.488,2.368,5.816,9.327,65.433,15.12,4.793,4.18,5.286,2.9375,3.2,2.8,ɕi,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.1938209664642197,0.8061790335357804
西,xi1,6,814991,440151,0.299,519666,264446,191898,137466,102164,36379,1618.897,1289.98,918.172,664.087,608.119,404.211,917.244,3.037,987.311,3.005,3.0,3.1,2.8,ɕi,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.6493217500489984,0.35067824995100155
汐,xi1,6,3977,15577,-0.593,68,150,553,2448,5217,11118,0.212,0.732,2.646,11.826,31.054,123.533,28.334,4.533,3.923,5.308,3.4375,3.4,3.4,ɕi,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.2033854965735911,0.7966145034264089
希,xi1,7,939862,557733,0.255,602749,268316,185321,156031,141857,142971,1877.723,1308.859,886.703,753.773,844.387,1588.567,1210.002,2.917,209.977,3.676,4.125,3.9,3.6,ɕi,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.6275808880237982,0.37241911197620187
昔,xi1,8,9675,5916,0.241,4853,3505,3849,1428,1005,956,15.118,17.098,18.416,6.899,5.982,10.622,12.356,4.874,15.306,4.788,2.75,3.3,3.2,ɕi,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.6205503174908601,0.3794496825091399
析,xi1,8,1921,1760,0.044,343,166,272,546,919,1436,1.069,0.81,1.301,2.638,5.47,15.956,4.541,5.256,243.033,3.613,3.0,3.3,3.1,ɕi,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.5218690573213801,0.47813094267861994
奚,xi1,10,711,1041,-0.188,71,48,79,355,468,731,0.221,0.234,0.378,1.715,2.786,8.122,2.243,5.489,4.309,5.275,3.375,3.2,3.0,ɕi,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.4058219178082192,0.5941780821917808
浠,xi1,10,2056,4048,-0.326,56,33,105,785,1452,3675,0.174,0.161,0.502,3.792,8.643,40.833,9.018,4.999,0.0,6.0,3.1875,3.2,3.0,ɕi,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.33682830930537355,0.6631716906946264
晞,xi1,11,3471,6407,-0.297,711,773,803,1218,1618,4748,2.215,3.771,3.842,5.884,9.631,52.756,13.017,4.853,0.0,6.0,3.1875,3.5,3.7,ɕi,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.3513869204292367,0.6486130795707633
烯,xi1,11,1943,2377,-0.1,29,33,74,380,1042,2755,0.09,0.161,0.354,1.836,6.202,30.611,6.542,5.123,14.92,4.798,2.625,3.3,3.1,ɕi,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.4497685185185185,0.5502314814814815
惜,xi1,11,6226,102769,-0.886,45748,22584,15133,10524,8025,6719,142.517,110.166,72.407,50.841,47.768,74.656,83.059,4.075,64.697,4.182,2.75,3.3,2.8,ɕi,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.05712188632506078,0.9428781136749392
晰,xi1,12,6309,11339,-0.285,733,595,901,2783,4386,8238,2.283,2.902,4.311,13.444,26.107,91.533,23.43,4.612,27.654,4.543,3.625,3.5,3.5,ɕi,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.3574909338168631,0.6425090661831369
稀,xi1,12,4502,6332,-0.169,913,678,658,2201,3526,2859,2.844,3.307,3.148,10.633,20.988,31.767,12.115,4.882,78.589,4.099,2.1875,2.8,2.5,ɕi,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.415543658851763,0.5844563411482371
翕,xi1,12,1111,1197,-0.037,219,69,106,310,699,905,0.682,0.337,0.507,1.498,4.161,10.056,2.874,5.412,3.923,5.308,2.8125,2.7,3.1,ɕi,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.481369150779896,0.5186308492201039
犀,xi1,12,1114,773,0.181,106,72,155,594,567,393,0.33,0.351,0.742,2.87,3.375,4.367,2.006,5.522,4.759,5.24,3.0,3.3,3.2,ɕi,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.5903550609432963,0.40964493905670374
皙,xi1,13,318,1527,-0.655,73,37,108,381,426,820,0.227,0.18,0.517,1.841,2.536,9.111,2.402,5.468,0.0,6.0,3.5,3.5,3.1,皙,1,high,level,1,0,0,high,+upper,raised_H,missing,missing,missing,missing,0.17235772357723578,0.8276422764227642
锡,xi1,13,876441,268369,0.531,552495,224699,157589,105714,71781,32249,1721.168,1096.093,754.014,510.696,427.268,358.322,811.26,3.09,38.458,4.404,2.8125,2.7,2.7,ɕi,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.7655776941151807,0.23442230588481933
溪,xi1,13,93351,69202,0.149,37592,16099,13641,27490,33117,34630,117.109,78.532,65.268,132.802,197.125,384.778,162.602,3.786,46.755,4.321,3.625,3.8,3.2,ɕi,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.5742803885501959,0.4257196114498041
熙,xi1,14,326654,135662,0.413,82943,30624,31822,54230,82998,179561,258.389,149.385,152.258,261.981,494.036,1995.122,551.862,3.257,19.293,4.693,4.5,4.1,3.9,ɕi,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.7065600152276797,0.29343998477232025
熹,xi1,16,23062,12535,0.296,2341,871,2073,6853,9143,14315,7.293,4.249,9.919,33.106,54.423,159.056,44.674,4.34,2.187,5.497,4.25,3.6,3.5,ɕi,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.6478635840098885,0.35213641599011153
羲,xi1,16,23356,7732,0.503,7969,2932,2653,4074,6105,7323,24.826,14.302,12.694,19.681,36.339,81.367,31.535,4.488,1.801,5.553,4.125,4.0,3.6,ɕi,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.7512866700977869,0.24871332990221307
曦,xi1,20,161370,192895,-0.089,5362,9617,23064,71833,109377,135136,16.704,46.912,110.354,347.019,651.054,1501.511,445.592,3.35,4.116,5.291,4.4375,4.3,3.4,ɕi,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.45550647114448223,0.5444935288555177
习,xi2,3,145349,76539,0.31,77005,50465,43068,25988,18824,6494,239.891,246.171,206.067,125.546,112.048,72.156,166.98,3.775,480.15,3.318,3.1875,3.6,3.7,ɕi,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.6550557037784829,0.3449442962215172
席,xi2,10,24613,10749,0.392,12507,5972,4958,4317,5269,2347,38.963,29.132,23.722,20.855,31.363,26.078,28.352,4.532,179.172,3.744,3.25,3.3,3.4,ɕi,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.6960296363327866,0.3039703636672134
袭,xi2,11,850,299,0.48,156,77,153,247,300,216,0.486,0.376,0.732,1.193,1.786,2.4,1.162,5.665,55.437,4.248,2.25,2.5,2.8,ɕi,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.7397737162750218,0.26022628372497825
洗,xi3,9,2619,902,0.488,1555,415,431,569,463,87,4.844,2.024,2.062,2.749,2.756,0.967,2.567,5.448,107.4,3.965,2.6875,2.8,2.5,ɕi,3,low,falling-rising,0,1,1,low,-upper,raised_H,front,high,unround,small,0.7438227776199943,0.2561772223800057
玺,xi3,10,169415,34669,0.66,46553,17083,20259,36570,41788,41851,145.025,83.332,96.933,176.667,248.738,465.011,202.618,3.691,3.537,5.343,3.75,3.4,3.5,ɕi,3,low,falling-rising,0,1,1,low,-upper,raised_H,front,high,unround,small,0.8301238705631014,0.16987612943689853
铣,xi3,11,1430,203,0.751,846,154,114,210,192,117,2.636,0.751,0.545,1.014,1.143,1.3,1.232,5.651,2.765,5.424,2.25,2.5,2.8,ɕian,3,low,falling-rising,0,1,1,low,-upper,raised_H,front,high,unround,small,0.8756889161053276,0.12431108389467238
喜,xi3,12,3314498,1563779,0.359,1929649,1158699,885854,573830,240837,87590,6011.368,5652.19,4238.536,2772.126,1433.554,973.222,3513.499,2.454,292.618,3.532,4.0,4.0,3.0,ɕi,3,low,falling-rising,0,1,1,low,-upper,raised_H,front,high,unround,small,0.6794403023854529,0.3205596976145471
禧,xi3,16,38702,14782,0.447,12772,4011,3720,5567,8346,19066,39.788,19.566,17.799,26.894,49.679,211.844,60.928,4.208,10.933,4.923,3.8125,3.7,3.1,ɕi,3,low,falling-rising,0,1,1,low,-upper,raised_H,front,high,unround,small,0.7236182783636228,0.27638172163637725
系,xi4,7,579,376,0.213,257,95,87,203,214,103,0.801,0.463,0.416,0.981,1.274,1.144,0.847,5.734,1409.131,2.851,2.75,3.1,2.9,ɕi,4,high,falling,0,0,1,low,-upper,raised_L,front,high,unround,small,0.606282722513089,0.393717277486911
细,xi4,8,160509,623231,-0.59,311099,193038,166858,82709,28705,3282,969.156,941.649,798.364,399.56,170.863,36.467,552.677,3.257,513.464,3.289,2.6875,2.6,2.8,ɕi,4,high,falling,0,0,1,low,-upper,raised_L,front,high,unround,small,0.20479878531145532,0.7952012146885447
虾,xia1,9,10206,19874,-0.321,7888,5380,6585,6467,2931,226,24.573,26.244,31.507,31.242,17.446,2.511,22.254,4.634,17.236,4.739,2.0,2.2,2.1,ɕia,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.3392952127659574,0.6607047872340426
侠,xia2,8,73750,2220719,-0.936,750304,714634,548892,210385,57584,6254,2337.396,3486.02,2626.278,1016.353,342.762,69.489,1646.383,2.783,4.566,5.254,3.375,3.0,3.1,ɕia,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.03214251314792224,0.9678574868520777
峡,xia2,9,2900,7247,-0.428,555,1588,3123,2686,1754,439,1.729,7.746,14.943,12.976,10.44,4.878,8.785,5.009,28.168,4.535,2.9375,3.1,2.8,ɕia,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.285798758253671,0.7142012417463289
遐,xia2,12,916,2029,-0.378,734,361,530,662,445,213,2.287,1.761,2.536,3.198,2.649,2.367,2.466,5.46,4.888,5.23,3.3125,3.3,3.0,ɕia,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.31103565365025465,0.6889643463497453
瑕,xia2,13,355,10098,-0.932,332,551,1545,3168,2977,1888,1.034,2.688,7.392,15.304,17.72,20.978,10.853,4.926,2.251,5.488,3.25,3.4,2.9,ɕia,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.03396154214101215,0.9660384578589879
霞,xia2,17,117762,13143345,-0.982,1601637,2604016,4119069,3164260,1482195,284966,4989.523,12702.517,19708.464,15286.28,8822.589,3166.289,10779.277,1.967,29.841,4.511,4.0,3.8,3.3,ɕia,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.008880254114532067,0.9911197458854679
黠,xia2,18,279,606,-0.369,5,18,108,302,303,149,0.016,0.088,0.517,1.459,1.804,1.656,0.923,5.716,2.315,5.479,2.4375,2.9,3.0,ɕia,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.3152542372881356,0.6847457627118644
下,xia4,3,1753,938,0.303,829,345,381,458,467,223,2.583,1.683,1.823,2.213,2.78,2.478,2.26,5.487,3198.408,2.495,1.75,2.2,2.1,ɕia,4,high,falling,0,0,1,low,-upper,raised_L,front,high,unround,small,0.6514306949089558,0.3485693050910442
吓,xia4,6,795,11305,-0.869,5054,1791,1718,2803,717,23,15.745,8.737,8.22,13.541,4.268,0.256,8.461,5.024,60.131,4.214,1.5,1.7,2.0,ɕia,4,high,falling,0,0,1,low,-upper,raised_L,front,high,unround,small,0.06570247933884298,0.934297520661157
夏,xia4,10,132980,297767,-0.383,88957,59452,46936,93659,93576,47991,277.125,290.01,224.574,452.459,557.0,533.233,389.067,3.409,170.104,3.767,3.375,3.2,3.0,ɕia,4,high,falling,0,0,1,low,-upper,raised_L,front,high,unround,small,0.3087195035600944,0.6912804964399055
仙,xian1,5,115317,3024966,-0.927,1503710,725978,486603,259208,125427,37000,4684.455,3541.356,2328.244,1252.213,746.589,411.111,2160.661,2.665,60.517,4.211,3.6875,3.6,3.1,ɕian,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.036721849591262956,0.9632781504087371
先,xian1,6,2575618,2099083,0.102,2055670,1033870,814617,449691,231821,82032,6403.956,5043.268,3897.689,2172.42,1379.887,911.467,3301.448,2.481,977.407,3.009,3.0,3.0,3.1,ɕian,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.5509695700323936,0.4490304299676065
纤,xian1,6,989,15196,-0.878,202,108,258,1430,6869,7247,0.629,0.527,1.234,6.908,40.887,80.522,21.785,4.642,48.105,4.309,3.0625,3.0,2.8,ɕian,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.06110596231078159,0.9388940376892184
掀,xian1,11,198,116,0.261,53,32,50,68,88,23,0.165,0.156,0.239,0.329,0.524,0.256,0.278,5.893,25.146,4.583,2.25,2.6,2.3,ɕian,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.6305732484076433,0.36942675159235666
鲜,xian1,14,22424,155786,-0.748,40779,34314,42662,34130,19775,7395,127.037,167.385,204.124,164.879,117.708,82.167,143.883,3.839,167.532,3.773,2.875,3.4,2.7,ɕian,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.12582907805398125,0.8741709219460188
闲,xian2,7,1780,6801,-0.585,2920,1228,1055,1223,1423,720,9.097,5.99,5.048,5.908,8.47,8.0,7.086,5.092,60.196,4.213,2.8125,3.2,2.7,ɕian,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.20743503088218157,0.7925649691178185
贤,xian2,8,2340217,1701576,0.158,1735546,742860,585911,426784,342577,204950,5406.685,3623.707,2803.402,2061.758,2039.149,2277.222,3035.321,2.518,32.091,4.48,4.4375,4.2,4.1,ɕian,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.5790046645139917,0.4209953354860083
弦,xian2,8,9750,11194,-0.069,577,790,1484,8428,6969,2658,1.798,3.854,7.1,40.715,41.482,29.533,20.747,4.663,38.458,4.404,3.1875,3.6,3.3,ɕian,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.4655271199388846,0.5344728800611154
咸,xian2,9,20939,7420,0.477,11619,5815,4466,3378,2405,826,36.196,28.366,21.368,16.319,14.315,9.178,20.957,4.658,19.101,4.697,2.25,2.3,2.5,ɕian,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.7383546669487641,0.26164533305123594
娴,xian2,10,704,335284,-0.996,40964,23044,33948,65325,101104,71530,127.614,112.41,162.431,315.58,601.81,794.778,352.437,3.452,5.852,5.164,3.9375,4.0,3.3,ɕian,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.002095312927842661,0.9979046870721573
衔,xian2,11,2249,506,0.633,409,130,172,463,852,721,1.274,0.634,0.823,2.237,5.071,8.011,3.008,5.397,19.036,4.698,2.625,3.1,3.2,ɕian,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.8163339382940109,0.18366606170598912
鹇,xian2,12,1,8,-0.778,0,0,2,2,5,0,0.0,0.0,0.01,0.01,0.03,0.0,0.008,5.997,0.0,6.0,3.0625,3.1,2.9,ɕian,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.1111111111111111,0.8888888888888888
嫌,xian2,13,62,1697,-0.93,1053,253,184,138,113,30,3.28,1.234,0.88,0.667,0.673,0.333,1.178,5.662,26.239,4.565,1.8125,2.0,2.1,ɕian,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.03524729960204662,0.9647527003979534
冼,xian3,8,211,68,0.513,37,27,42,52,84,37,0.115,0.132,0.201,0.251,0.5,0.411,0.268,5.897,2.251,5.488,3.0,2.8,3.2,ɕian,3,low,falling-rising,0,1,1,low,-upper,raised_H,front,high,unround,small,0.7562724014336918,0.24372759856630824
显,xian3,9,1199404,498592,0.413,639066,352091,313480,207559,130362,56023,1990.86,1717.517,1499.904,1002.7,775.964,622.478,1268.237,2.896,460.728,3.336,3.3125,2.9,3.5,ɕian,3,low,falling-rising,0,1,1,low,-upper,raised_H,front,high,unround,small,0.7063644437324941,0.2936355562675059
县,xian4,7,14009,2263,0.722,2154,2110,3759,5175,2413,660,6.71,10.293,17.986,25.0,14.363,7.333,13.614,4.835,297.763,3.525,2.75,2.8,2.6,ɕian,4,high,falling,0,0,1,low,-upper,raised_L,front,high,unround,small,0.8609267453294002,0.1390732546705998
现,xian4,8,482548,187051,0.441,242755,164681,145609,82788,26926,7153,756.246,803.322,696.694,399.942,160.274,79.478,482.659,3.315,2767.97,2.558,3.1875,3.4,3.2,ɕian,4,high,falling,0,0,1,low,-upper,raised_L,front,high,unround,small,0.7206522112488221,0.27934778875117794
线,xian4,8,2949,11452,-0.59,6045,2824,3373,1252,744,165,18.832,13.776,16.139,6.048,4.429,1.833,10.176,4.952,687.555,3.162,2.8125,3.0,2.9,ɕian,4,high,falling,0,0,1,low,-upper,raised_L,front,high,unround,small,0.2047774460106937,0.7952225539893063
宪,xian4,9,720236,266357,0.46,418304,220480,173185,103165,49941,21261,1303.128,1075.512,828.636,498.382,297.268,236.233,706.527,3.15,83.348,4.074,3.3125,3.0,3.4,ɕian,4,high,falling,0,0,1,low,-upper,raised_L,front,high,unround,small,0.7300234240461873,0.26997657595381275
羡,xian4,12,2954,6818,-0.395,1849,1165,1401,2079,1676,1601,5.76,5.683,6.703,10.043,9.976,17.789,9.326,4.986,14.856,4.8,3.625,3.8,3.3,ɕian,4,high,falling,0,0,1,low,-upper,raised_L,front,high,unround,small,0.3022922636103152,0.6977077363896849
献,xian4,13,420110,182742,0.394,171329,151877,149496,83950,34574,10961,533.735,740.863,715.292,405.556,205.798,121.789,453.839,3.342,143.865,3.839,3.5625,3.5,3.4,ɕian,4,high,falling,0,0,1,low,-upper,raised_L,front,high,unround,small,0.6968708737799659,0.30312912622003413
项,xiang,9,12213,4662,0.447,2684,1776,2463,3640,3715,2600,8.361,8.663,11.785,17.585,22.113,28.889,16.233,4.764,310.754,3.506,3.0,3.2,3.1,ɕiaŋ,missing,missing,missing,missing,missing,missing,missing,missing,missing,front,high,unround,small,0.7237333333333333,0.27626666666666666
乡,xiang1,3,3827,3000,0.121,1966,1144,961,1530,879,348,6.125,5.58,4.598,7.391,5.232,3.867,5.466,5.189,265.607,3.574,2.875,3.5,2.7,ɕiaŋ,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.5605683316244324,0.4394316683755676
芗,xiang1,6,64,454,-0.753,73,46,57,92,97,153,0.227,0.224,0.273,0.444,0.577,1.7,0.574,5.803,0.836,5.736,2.75,3.0,2.8,ɕiaŋ,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.12355212355212356,0.8764478764478765
相,xiang1,9,828983,320955,0.442,454687,221443,187749,138525,92998,54574,1416.47,1080.21,898.321,669.203,553.56,606.378,870.69,3.06,1574.733,2.803,3.1875,3.4,3.3,ɕiaŋ,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.7208936481792931,0.27910635182070687
香,xiang1,9,492305,12282149,-0.923,5676065,3270170,2187551,1080025,424234,125709,17682.445,15952.049,10466.751,5217.512,2525.202,1396.767,8873.454,2.052,198.723,3.7,3.625,3.8,2.8,ɕiaŋ,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.03853824202584314,0.9614617579741569
湘,xiang1,12,303057,348442,-0.07,149380,94818,112404,98529,85007,111112,465.358,462.527,537.818,475.986,505.994,1234.578,613.71,3.211,28.04,4.537,3.4375,3.5,3.1,ɕiaŋ,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.4651687876727363,0.5348312123272637
缃,xiang1,12,11,72,-0.735,11,7,10,24,10,21,0.034,0.034,0.048,0.116,0.06,0.233,0.088,5.963,0.0,6.0,2.9375,3.2,3.2,ɕiaŋ,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.13253012048192772,0.8674698795180723
骧,xiang1,20,2401,348,0.747,1362,195,219,274,339,360,4.243,0.951,1.048,1.324,2.018,4.0,2.264,5.486,0.965,5.707,3.1875,2.9,3.1,ɕiaŋ,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.8734085121862496,0.12659148781375046
镶,xiang1,22,204,310,-0.206,99,18,29,54,132,182,0.308,0.088,0.139,0.261,0.786,2.022,0.601,5.796,11.962,4.887,2.75,2.9,2.9,ɕiaŋ,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.3968871595330739,0.603112840466926
详,xiang2,8,6798,585,0.842,1306,671,746,1367,2378,917,4.069,3.273,3.569,6.604,14.155,10.189,6.977,5.098,59.745,4.216,3.25,3.1,3.1,ɕiaŋ,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.9207639171068671,0.07923608289313287
祥,xiang2,10,8401216,1104209,0.768,3852676,1936399,1437537,991781,855751,432716,12002.106,9445.849,6878.167,4791.213,5093.756,4807.956,7169.841,2.144,62.511,4.197,4.25,4.1,3.0,ɕiaŋ,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.8838338106923151,0.11616618930768483
翔,xiang2,12,1172846,110559,0.828,48327,55242,105338,251171,395921,427175,150.551,269.473,504.01,1213.386,2356.673,4746.389,1540.08,2.812,24.824,4.588,4.125,3.7,3.6,ɕiaŋ,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.913854940568254,0.08614505943174602
享,xiang3,8,30640,9276,0.535,10852,5482,5473,6236,7736,4140,33.807,26.741,26.187,30.126,46.048,46.0,34.818,4.446,81.161,4.085,3.4375,3.7,3.4,ɕiaŋ,3,low,falling-rising,0,1,1,low,-upper,raised_H,front,high,unround,small,0.7676119851688546,0.2323880148311454
响,xiang3,9,81551,36259,0.384,12859,12520,16381,27580,30330,18290,40.059,61.073,78.378,133.237,180.536,203.222,116.084,3.932,595.075,3.225,3.1875,3.5,3.0,ɕiaŋ,3,low,falling-rising,0,1,1,low,-upper,raised_H,front,high,unround,small,0.692224768695357,0.30777523130464307
想,xiang3,13,158238,130251,0.097,42138,35116,37471,56351,68995,48558,131.271,171.298,179.287,272.227,410.685,539.533,284.05,3.545,1767.154,2.752,3.3125,3.3,2.8,ɕiaŋ,3,low,falling-rising,0,1,1,low,-upper,raised_H,front,high,unround,small,0.5485061822114534,0.4514938177885465
向,xiang4,6,990465,398949,0.426,192222,263522,411884,288600,167644,66596,598.822,1285.473,1970.737,1394.203,997.881,739.956,1164.512,2.933,1381.413,2.859,3.25,3.2,3.3,ɕiaŋ,4,high,falling,0,0,1,low,-upper,raised_L,front,high,unround,small,0.7128652798949773,0.28713472010502267
象,xiang4,11,19389,2619,0.762,8840,3970,3438,3147,1932,651,27.539,19.366,16.45,15.203,11.5,7.233,16.215,4.764,1454.213,2.837,2.9375,2.8,2.9,ɕiaŋ,4,high,falling,0,0,1,low,-upper,raised_L,front,high,unround,small,0.8809978189749182,0.11900218102508178
肖,xiao1,7,147036,358920,-0.419,77372,53278,61775,128786,143379,41468,241.034,259.893,295.574,622.155,853.446,460.756,455.476,3.341,48.105,4.309,3.1875,3.3,3.5,ɕiao,1,high,level,1,0,0,high,+upper,raised_H,front,high,rounded,small,0.2906102506937362,0.7093897493062638
枭,xiao1,8,26064,3478,0.765,19,203,670,4915,15720,7988,0.059,0.99,3.206,23.744,93.571,88.756,35.054,4.443,0.579,5.802,2.5625,2.5,3.5,ɕiao,1,high,level,1,0,0,high,+upper,raised_H,front,high,rounded,small,0.8822693114887279,0.1177306885112721
哓,xiao1,9,2612,7149,-0.465,230,788,1569,2662,3224,1279,0.717,3.844,7.507,12.86,19.19,14.211,9.722,4.97,0.579,5.802,2.5,2.4,3.0,ɕiao,1,high,level,1,0,0,high,+upper,raised_H,front,high,rounded,small,0.2675955332445446,0.7324044667554553
